post_id,timestamp,platform,post_text,likes,comments,shares,views,hashtags,sentiment,engagement_rate,post_text_length,hashtag_count,hour_of_day,day_of_week,month
392,2024-05-09 16:09:00,Twitter,post number 391 is about something interesting,392,38,17,1034,#life,neutral,0.4323017408123791,46,1,16,Thursday,5
393,2024-08-04 19:46:00,Instagram,post number 392 is about something interesting,465,85,4,1383,#life,positive,0.4005784526391902,46,1,19,Sunday,8
394,2024-02-06 03:56:00,Twitter,post number 393 is about something interesting,166,92,41,489,#trend,positive,0.6114519427402862,46,1,3,Tuesday,2
395,2024-02-12 13:48:00,Instagram,post number 394 is about something interesting,178,55,47,377,#news,negative,0.7427055702917772,46,1,13,Monday,2
396,2024-02-17 04:08:00,Twitter,post number 395 is about something interesting,75,93,49,178,#fun,positive,1.2191011235955056,46,1,4,Saturday,2
397,2024-01-25 09:43:00,Facebook,post number 396 is about something interesting,434,72,11,1115,"#news,#trend",negative,0.46367713004484307,46,2,9,Thursday,1
398,2024-01-07 14:48:00,Facebook,post number 397 is about something interesting,48,73,3,112,#fun,neutral,1.1071428571428572,46,1,14,Sunday,1
399,2024-04-19 16:58:00,Twitter,post number 398 is about something interesting,233,18,23,351,#trend,neutral,0.7806267806267806,46,1,16,Friday,4
400,2024-05-11 23:09:00,Twitter,post number 399 is about something interesting,371,34,41,608,#life,negative,0.7335526315789473,46,1,23,Saturday,5
401,2024-08-18 09:40:00,Facebook,post number 400 is about something interesting,338,60,5,839,"#trend,#life",negative,0.4803337306317044,46,2,9,Sunday,8
402,2024-12-13 06:07:00,Facebook,post number 401 is about something interesting,94,53,13,144,"#fun,#life",neutral,1.1111111111111112,46,2,6,Friday,12
403,2024-05-30 20:15:00,Facebook,post number 402 is about something interesting,209,43,3,582,#trend,neutral,0.4381443298969072,46,1,20,Thursday,5
404,2024-04-05 20:55:00,Instagram,post number 403 is about something interesting,433,51,37,812,#news,neutral,0.6416256157635468,46,1,20,Friday,4
405,2024-10-31 14:29:00,Instagram,post number 404 is about something interesting,194,50,5,532,"#life,#trend",neutral,0.4680451127819549,46,2,14,Thursday,10
406,2024-02-16 01:49:00,Twitter,post number 405 is about something interesting,163,19,31,272,#fun,negative,0.7830882352941176,46,1,1,Friday,2
407,2024-06-28 16:34:00,Instagram,post number 406 is about something interesting,162,15,23,452,"#trend,#life",neutral,0.4424778761061947,46,2,16,Friday,6
408,2024-12-14 11:55:00,Instagram,post number 407 is about something interesting,166,82,45,392,"#trend,#fun",positive,0.7474489795918368,46,2,11,Saturday,12
409,2024-02-18 14:51:00,Facebook,post number 408 is about something interesting,412,6,13,1067,#trend,neutral,0.40393626991565135,46,1,14,Sunday,2
410,2024-05-31 20:39:00,Twitter,post number 409 is about something interesting,357,79,6,802,"#news,#fun",negative,0.5511221945137157,46,2,20,Friday,5
411,2024-10-10 11:46:00,Instagram,post number 410 is about something interesting,183,42,38,321,#life,neutral,0.8193146417445483,46,1,11,Thursday,10
412,2024-10-12 17:41:00,Instagram,post number 411 is about something interesting,358,0,29,905,#fun,negative,0.4276243093922652,46,1,17,Saturday,10
413,2024-01-01 21:01:00,Facebook,post number 412 is about something interesting,358,74,38,1029,"#news,#trend",negative,0.45675413022351796,46,2,21,Monday,1
414,2024-06-24 07:28:00,Twitter,post number 413 is about something interesting,342,26,43,643,#news,neutral,0.6391912908242613,46,1,7,Monday,6
415,2024-08-24 22:06:00,Facebook,post number 414 is about something interesting,102,55,9,203,#fun,positive,0.8177339901477833,46,1,22,Saturday,8
416,2024-08-30 10:32:00,Instagram,post number 415 is about something interesting,319,49,9,875,"#fun,#news",neutral,0.4308571428571429,46,2,10,Friday,8
417,2024-11-25 13:28:00,Instagram,post number 416 is about something interesting,389,51,22,642,"#news,#trend",neutral,0.719626168224299,46,2,13,Monday,11
418,2024-07-18 06:47:00,Facebook,post number 417 is about something interesting,107,81,4,249,"#news,#fun",positive,0.7710843373493976,46,2,6,Thursday,7
419,2024-10-26 12:07:00,Facebook,post number 418 is about something interesting,165,48,33,382,"#fun,#life",positive,0.643979057591623,46,2,12,Saturday,10
420,2024-01-28 05:04:00,Twitter,post number 419 is about something interesting,30,53,23,85,#news,positive,1.2470588235294118,46,1,5,Sunday,1
421,2024-11-04 05:00:00,Instagram,post number 420 is about something interesting,491,36,33,1470,#trend,neutral,0.38095238095238093,46,1,5,Monday,11
422,2024-10-27 07:02:00,Instagram,post number 421 is about something interesting,132,87,47,354,#life,neutral,0.751412429378531,46,1,7,Sunday,10
423,2024-10-01 04:20:00,Twitter,post number 422 is about something interesting,428,58,33,852,#life,positive,0.6091549295774648,46,1,4,Tuesday,10
424,2024-08-17 08:52:00,Facebook,post number 423 is about something interesting,17,26,11,47,"#fun,#news",neutral,1.148936170212766,46,2,8,Saturday,8
425,2024-01-11 18:24:00,Twitter,post number 424 is about something interesting,117,79,11,330,#fun,neutral,0.6272727272727273,46,1,18,Thursday,1
426,2024-08-12 06:57:00,Instagram,post number 425 is about something interesting,156,91,11,286,#trend,neutral,0.9020979020979021,46,1,6,Monday,8
427,2024-08-27 11:39:00,Instagram,post number 426 is about something interesting,138,4,47,212,"#life,#fun",positive,0.8915094339622641,46,2,11,Tuesday,8
428,2024-07-27 10:40:00,Instagram,post number 427 is about something interesting,151,13,29,412,"#fun,#news",neutral,0.4684466019417476,46,2,10,Saturday,7
429,2024-01-02 09:09:00,Twitter,post number 428 is about something interesting,417,85,3,1125,"#life,#news",neutral,0.4488888888888889,46,2,9,Tuesday,1
430,2024-05-25 07:33:00,Facebook,post number 429 is about something interesting,217,85,17,381,"#life,#fun",negative,0.8372703412073491,46,2,7,Saturday,5
431,2024-10-07 09:09:00,Twitter,post number 430 is about something interesting,300,44,7,887,"#fun,#trend",negative,0.39571589627959414,46,2,9,Monday,10
432,2024-07-02 10:37:00,Twitter,post number 431 is about something interesting,284,96,32,434,#trend,positive,0.9493087557603687,46,1,10,Tuesday,7
433,2024-09-14 18:32:00,Instagram,post number 432 is about something interesting,445,75,36,759,#trend,negative,0.7325428194993412,46,1,18,Saturday,9
434,2024-01-22 09:47:00,Twitter,post number 433 is about something interesting,269,89,42,502,"#news,#fun",negative,0.796812749003984,46,2,9,Monday,1
435,2024-09-17 06:45:00,Facebook,post number 434 is about something interesting,174,13,48,360,#fun,negative,0.6527777777777778,46,1,6,Tuesday,9
436,2024-11-17 07:25:00,Instagram,post number 435 is about something interesting,454,21,35,1013,"#fun,#news",negative,0.5034550839091807,46,2,7,Sunday,11
437,2024-07-06 06:30:00,Instagram,post number 436 is about something interesting,306,83,32,696,#trend,negative,0.6048850574712644,46,1,6,Saturday,7
438,2024-05-30 16:17:00,Instagram,post number 437 is about something interesting,209,3,22,556,#news,positive,0.420863309352518,46,1,16,Thursday,5
439,2024-04-14 15:08:00,Twitter,post number 438 is about something interesting,315,8,9,578,#trend,negative,0.5743944636678201,46,1,15,Sunday,4
440,2024-10-28 01:38:00,Instagram,post number 439 is about something interesting,9,15,5,15,#trend,neutral,1.9333333333333333,46,1,1,Monday,10
441,2024-01-01 23:20:00,Instagram,post number 440 is about something interesting,53,4,19,82,#trend,negative,0.926829268292683,46,1,23,Monday,1
442,2024-12-29 12:11:00,Facebook,post number 441 is about something interesting,86,64,19,176,#trend,neutral,0.9602272727272727,46,1,12,Sunday,12
443,2024-05-03 23:40:00,Twitter,post number 442 is about something interesting,164,73,29,433,#fun,neutral,0.6143187066974596,46,1,23,Friday,5
444,2024-08-01 05:46:00,Facebook,post number 443 is about something interesting,447,22,25,1331,#life,positive,0.3711495116453794,46,1,5,Thursday,8
445,2024-12-27 05:18:00,Facebook,post number 444 is about something interesting,442,86,25,1131,#fun,neutral,0.48894783377542,46,1,5,Friday,12
446,2024-04-14 16:21:00,Facebook,post number 445 is about something interesting,85,48,19,241,#news,positive,0.6307053941908713,46,1,16,Sunday,4
447,2024-08-12 08:12:00,Instagram,post number 446 is about something interesting,322,53,49,793,#news,negative,0.5346784363177806,46,1,8,Monday,8
448,2024-04-19 19:52:00,Facebook,post number 447 is about something interesting,199,62,16,311,"#news,#life",positive,0.8906752411575563,46,2,19,Friday,4
449,2024-04-13 13:44:00,Twitter,post number 448 is about something interesting,17,78,12,38,#life,positive,2.8157894736842106,46,1,13,Saturday,4
450,2024-03-07 16:02:00,Instagram,post number 449 is about something interesting,280,80,39,491,"#life,#trend",positive,0.8126272912423625,46,2,16,Thursday,3
451,2024-08-28 13:03:00,Instagram,post number 450 is about something interesting,251,92,4,485,#trend,neutral,0.7154639175257732,46,1,13,Wednesday,8
452,2024-09-27 09:02:00,Instagram,post number 451 is about something interesting,283,98,2,527,"#fun,#news",negative,0.7267552182163188,46,2,9,Friday,9
453,2024-12-07 00:04:00,Facebook,post number 452 is about something interesting,144,9,41,295,"#life,#trend",positive,0.6576271186440678,46,2,0,Saturday,12
454,2024-02-10 16:38:00,Instagram,post number 453 is about something interesting,465,26,3,1273,"#fun,#trend",positive,0.3880597014925373,46,2,16,Saturday,2
455,2024-07-29 02:06:00,Facebook,post number 454 is about something interesting,29,32,2,43,#life,negative,1.4651162790697674,46,1,2,Monday,7
456,2024-10-05 07:29:00,Twitter,post number 455 is about something interesting,292,35,27,706,"#fun,#life",positive,0.5014164305949008,46,2,7,Saturday,10
457,2024-07-04 23:37:00,Twitter,post number 456 is about something interesting,257,12,41,563,"#news,#fun",neutral,0.5506216696269982,46,2,23,Thursday,7
458,2024-06-04 17:02:00,Instagram,post number 457 is about something interesting,29,43,11,79,#news,negative,1.0506329113924051,46,1,17,Tuesday,6
459,2024-02-07 14:11:00,Facebook,post number 458 is about something interesting,418,29,25,813,"#fun,#trend",neutral,0.5805658056580566,46,2,14,Wednesday,2
460,2024-11-14 08:58:00,Facebook,post number 459 is about something interesting,108,15,14,242,"#news,#life",positive,0.5661157024793388,46,2,8,Thursday,11
461,2024-01-30 20:55:00,Facebook,post number 460 is about something interesting,321,29,23,586,"#trend,#life",positive,0.636518771331058,46,2,20,Tuesday,1
462,2024-02-03 18:25:00,Instagram,post number 461 is about something interesting,227,80,30,493,"#life,#trend",neutral,0.6835699797160243,46,2,18,Saturday,2
463,2024-05-27 23:54:00,Facebook,post number 462 is about something interesting,316,76,31,575,#trend,negative,0.7356521739130435,46,1,23,Monday,5
464,2024-08-23 04:14:00,Twitter,post number 463 is about something interesting,160,31,44,260,#fun,positive,0.9038461538461539,46,1,4,Friday,8
465,2024-04-29 04:35:00,Twitter,post number 464 is about something interesting,165,97,6,300,"#fun,#life",positive,0.8933333333333333,46,2,4,Monday,4
466,2024-10-03 03:32:00,Twitter,post number 465 is about something interesting,110,74,16,179,#news,negative,1.1173184357541899,46,1,3,Thursday,10
467,2024-05-30 08:53:00,Instagram,post number 466 is about something interesting,481,58,3,1421,#trend,neutral,0.38142153413089375,46,1,8,Thursday,5
468,2024-08-20 04:28:00,Twitter,post number 467 is about something interesting,49,50,28,76,"#fun,#news",positive,1.6710526315789473,46,2,4,Tuesday,8
469,2024-03-08 07:02:00,Twitter,post number 468 is about something interesting,360,74,23,946,#trend,negative,0.48308668076109934,46,1,7,Friday,3
470,2024-12-28 18:01:00,Facebook,post number 469 is about something interesting,407,48,38,803,"#news,#fun",neutral,0.613947696139477,46,2,18,Saturday,12
471,2024-11-24 15:24:00,Instagram,post number 470 is about something interesting,449,16,8,1276,#life,neutral,0.3706896551724138,46,1,15,Sunday,11
472,2024-08-06 00:34:00,Twitter,post number 471 is about something interesting,341,43,45,522,#trend,neutral,0.8218390804597702,46,1,0,Tuesday,8
473,2024-06-22 06:20:00,Facebook,post number 472 is about something interesting,32,44,42,94,#news,negative,1.2553191489361701,46,1,6,Saturday,6
474,2024-04-01 12:18:00,Instagram,post number 473 is about something interesting,454,56,15,1061,"#life,#fun",positive,0.4948162111215834,46,2,12,Monday,4
475,2024-01-21 16:29:00,Instagram,post number 474 is about something interesting,314,36,5,800,#fun,neutral,0.44375,46,1,16,Sunday,1
476,2024-01-19 04:24:00,Instagram,post number 475 is about something interesting,288,15,15,808,#life,neutral,0.3935643564356436,46,1,4,Friday,1
477,2024-03-29 06:23:00,Facebook,post number 476 is about something interesting,414,75,47,886,"#fun,#trend",neutral,0.6049661399548533,46,2,6,Friday,3
478,2024-11-17 23:49:00,Twitter,post number 477 is about something interesting,264,19,48,467,#news,neutral,0.708779443254818,46,1,23,Sunday,11
479,2024-08-26 18:55:00,Facebook,post number 478 is about something interesting,64,8,49,125,#news,neutral,0.968,46,1,18,Monday,8
480,2024-05-05 01:17:00,Twitter,post number 479 is about something interesting,79,26,4,155,#fun,neutral,0.7032258064516129,46,1,1,Sunday,5
481,2024-10-29 07:54:00,Twitter,post number 480 is about something interesting,246,7,7,650,"#trend,#fun",neutral,0.4,46,2,7,Tuesday,10
482,2024-11-07 06:15:00,Instagram,post number 481 is about something interesting,205,6,23,384,"#fun,#news",positive,0.609375,46,2,6,Thursday,11
483,2024-12-22 05:54:00,Twitter,post number 482 is about something interesting,88,53,39,194,"#news,#trend",negative,0.9278350515463918,46,2,5,Sunday,12
484,2024-06-23 07:45:00,Facebook,post number 483 is about something interesting,262,68,26,426,#life,negative,0.8356807511737089,46,1,7,Sunday,6
485,2024-04-18 04:08:00,Facebook,post number 484 is about something interesting,416,61,42,983,#news,neutral,0.5279755849440488,46,1,4,Thursday,4
486,2024-03-18 00:48:00,Instagram,post number 485 is about something interesting,208,10,13,345,"#fun,#trend",positive,0.6695652173913044,46,2,0,Monday,3
487,2024-02-02 11:23:00,Instagram,post number 486 is about something interesting,300,55,26,507,"#news,#trend",positive,0.7514792899408284,46,2,11,Friday,2
488,2024-09-23 16:29:00,Twitter,post number 487 is about something interesting,453,37,35,1170,#news,neutral,0.44871794871794873,46,1,16,Monday,9
489,2024-06-12 12:44:00,Instagram,post number 488 is about something interesting,364,11,15,942,"#news,#life",negative,0.4140127388535032,46,2,12,Wednesday,6
490,2024-12-27 05:34:00,Facebook,post number 489 is about something interesting,121,94,36,286,#fun,positive,0.8776223776223776,46,1,5,Friday,12
491,2024-06-21 01:00:00,Instagram,post number 490 is about something interesting,76,57,12,221,#news,negative,0.6561085972850679,46,1,1,Friday,6
492,2024-02-18 03:55:00,Twitter,post number 491 is about something interesting,35,58,34,52,#news,negative,2.4423076923076925,46,1,3,Sunday,2
493,2024-09-28 21:57:00,Twitter,post number 492 is about something interesting,368,55,42,918,#news,negative,0.5065359477124183,46,1,21,Saturday,9
494,2024-10-03 21:21:00,Instagram,post number 493 is about something interesting,116,20,32,234,"#trend,#news",positive,0.717948717948718,46,2,21,Thursday,10
495,2024-03-25 12:25:00,Twitter,post number 494 is about something interesting,235,41,2,681,"#news,#trend",positive,0.40822320117474303,46,2,12,Monday,3
496,2024-04-19 14:09:00,Facebook,post number 495 is about something interesting,357,48,45,642,"#life,#trend",positive,0.7009345794392523,46,2,14,Friday,4
497,2024-06-16 20:42:00,Facebook,post number 496 is about something interesting,19,38,47,48,#news,negative,2.1666666666666665,46,1,20,Sunday,6
498,2024-12-19 06:19:00,Instagram,post number 497 is about something interesting,69,86,13,121,#fun,positive,1.3884297520661157,46,1,6,Thursday,12
499,2024-09-04 10:35:00,Instagram,post number 498 is about something interesting,339,62,32,885,"#fun,#trend",neutral,0.48926553672316386,46,2,10,Wednesday,9
500,2024-11-09 12:47:00,Facebook,post number 499 is about something interesting,2,91,47,3,"#news,#trend",neutral,46.666666666666664,46,2,12,Saturday,11
501,2024-07-20 07:37:00,Facebook,post number 500 is about something interesting,432,88,27,716,"#fun,#trend",positive,0.7639664804469274,46,2,7,Saturday,7
502,2024-02-28 09:25:00,Instagram,post number 501 is about something interesting,205,18,14,337,"#fun,#trend",positive,0.7032640949554896,46,2,9,Wednesday,2
503,2024-08-20 21:12:00,Instagram,post number 502 is about something interesting,20,44,37,39,#life,negative,2.58974358974359,46,1,21,Tuesday,8
504,2024-05-06 22:16:00,Twitter,post number 503 is about something interesting,389,10,10,1031,"#trend,#fun",negative,0.39670223084384093,46,2,22,Monday,5
505,2024-03-12 04:32:00,Twitter,post number 504 is about something interesting,126,67,15,222,#fun,neutral,0.9369369369369369,46,1,4,Tuesday,3
506,2024-09-14 17:16:00,Twitter,post number 505 is about something interesting,182,57,24,386,"#life,#trend",neutral,0.6813471502590673,46,2,17,Saturday,9
507,2024-05-26 21:00:00,Instagram,post number 506 is about something interesting,73,11,39,122,"#fun,#trend",neutral,1.0081967213114753,46,2,21,Sunday,5
508,2024-07-21 09:51:00,Twitter,post number 507 is about something interesting,19,34,10,32,#fun,neutral,1.96875,46,1,9,Sunday,7
509,2024-01-14 11:10:00,Facebook,post number 508 is about something interesting,365,3,41,882,"#news,#fun",negative,0.463718820861678,46,2,11,Sunday,1
510,2024-10-26 03:08:00,Twitter,post number 509 is about something interesting,413,24,24,1066,"#fun,#trend",neutral,0.4324577861163227,46,2,3,Saturday,10
511,2024-04-18 07:35:00,Twitter,post number 510 is about something interesting,283,55,7,804,"#news,#trend",positive,0.4291044776119403,46,2,7,Thursday,4
512,2024-02-16 11:24:00,Instagram,post number 511 is about something interesting,138,19,32,296,"#life,#trend",positive,0.6385135135135135,46,2,11,Friday,2
513,2024-09-20 02:07:00,Twitter,post number 512 is about something interesting,489,58,14,1172,"#life,#trend",neutral,0.4786689419795222,46,2,2,Friday,9
514,2024-06-01 09:34:00,Instagram,post number 513 is about something interesting,3,21,22,5,#fun,positive,9.2,46,1,9,Saturday,6
515,2024-04-26 06:17:00,Instagram,post number 514 is about something interesting,135,44,18,330,"#trend,#life",neutral,0.5969696969696969,46,2,6,Friday,4
516,2024-12-17 18:32:00,Facebook,post number 515 is about something interesting,230,89,33,392,#trend,negative,0.8979591836734694,46,1,18,Tuesday,12
517,2024-04-13 12:10:00,Twitter,post number 516 is about something interesting,353,31,23,796,"#news,#life",neutral,0.5113065326633166,46,2,12,Saturday,4
518,2024-03-20 06:31:00,Instagram,post number 517 is about something interesting,63,97,33,120,#trend,neutral,1.6083333333333334,46,1,6,Wednesday,3
519,2024-02-25 03:16:00,Twitter,post number 518 is about something interesting,300,28,19,838,"#news,#life",negative,0.41408114558472553,46,2,3,Sunday,2
520,2024-12-06 08:32:00,Twitter,post number 519 is about something interesting,206,13,7,579,"#life,#trend",positive,0.3903281519861831,46,2,8,Friday,12
521,2024-12-17 09:26:00,Twitter,post number 520 is about something interesting,148,92,1,225,"#trend,#life",negative,1.0711111111111111,46,2,9,Tuesday,12
522,2024-05-19 02:22:00,Twitter,post number 521 is about something interesting,34,47,39,84,"#fun,#life",neutral,1.4285714285714286,46,2,2,Sunday,5
523,2024-11-01 02:37:00,Facebook,post number 522 is about something interesting,224,66,33,639,#fun,neutral,0.5054773082942097,46,1,2,Friday,11
524,2024-10-16 03:26:00,Instagram,post number 523 is about something interesting,289,40,24,606,#trend,neutral,0.5825082508250825,46,1,3,Wednesday,10
525,2024-09-26 08:23:00,Twitter,post number 524 is about something interesting,266,40,40,526,#news,neutral,0.6577946768060836,46,1,8,Thursday,9
526,2024-02-12 17:23:00,Instagram,post number 525 is about something interesting,344,82,7,997,#trend,positive,0.43430290872617855,46,1,17,Monday,2
527,2024-10-18 20:00:00,Twitter,post number 526 is about something interesting,56,44,44,94,#fun,negative,1.5319148936170213,46,1,20,Friday,10
528,2024-04-19 11:20:00,Facebook,post number 527 is about something interesting,319,23,1,503,#life,negative,0.6819085487077535,46,1,11,Friday,4
529,2024-09-06 20:43:00,Instagram,post number 528 is about something interesting,465,86,47,834,"#life,#news",negative,0.7170263788968825,46,2,20,Friday,9
530,2024-10-21 04:51:00,Twitter,post number 529 is about something interesting,205,73,3,505,#trend,positive,0.5564356435643565,46,1,4,Monday,10
531,2024-11-04 08:36:00,Facebook,post number 530 is about something interesting,84,2,12,137,"#life,#trend",neutral,0.7153284671532847,46,2,8,Monday,11
532,2024-08-26 21:19:00,Instagram,post number 531 is about something interesting,294,28,0,684,#news,positive,0.47076023391812866,46,1,21,Monday,8
533,2024-12-02 19:58:00,Instagram,post number 532 is about something interesting,279,92,10,739,"#trend,#fun",positive,0.5155615696887687,46,2,19,Monday,12
534,2024-10-04 07:07:00,Facebook,post number 533 is about something interesting,94,30,11,203,#fun,neutral,0.6650246305418719,46,1,7,Friday,10
535,2024-04-02 15:26:00,Twitter,post number 534 is about something interesting,454,28,47,1025,#life,neutral,0.5160975609756098,46,1,15,Tuesday,4
536,2024-02-12 19:30:00,Instagram,post number 535 is about something interesting,103,44,1,175,"#fun,#life",negative,0.8457142857142858,46,2,19,Monday,2
537,2024-09-05 15:02:00,Instagram,post number 536 is about something interesting,134,44,0,333,#trend,negative,0.5345345345345346,46,1,15,Thursday,9
538,2024-12-06 22:42:00,Facebook,post number 537 is about something interesting,340,90,2,717,"#news,#life",negative,0.602510460251046,46,2,22,Friday,12
539,2024-11-25 05:49:00,Twitter,post number 538 is about something interesting,180,53,0,387,"#news,#trend",neutral,0.6020671834625323,46,2,5,Monday,11
540,2024-06-23 03:56:00,Twitter,post number 539 is about something interesting,381,26,26,1033,#fun,negative,0.4191674733785092,46,1,3,Sunday,6
541,2024-01-12 13:00:00,Facebook,post number 540 is about something interesting,140,80,31,414,#news,positive,0.606280193236715,46,1,13,Friday,1
542,2024-12-13 20:57:00,Twitter,post number 541 is about something interesting,483,88,3,1427,"#fun,#life",positive,0.4022424667133847,46,2,20,Friday,12
543,2024-11-01 23:12:00,Twitter,post number 542 is about something interesting,189,86,20,363,"#life,#fun",negative,0.8126721763085399,46,2,23,Friday,11
544,2024-07-20 03:16:00,Instagram,post number 543 is about something interesting,30,7,40,51,#news,positive,1.5098039215686274,46,1,3,Saturday,7
545,2024-06-03 13:54:00,Facebook,post number 544 is about something interesting,431,40,19,994,#trend,negative,0.49295774647887325,46,1,13,Monday,6
546,2024-08-24 18:13:00,Facebook,post number 545 is about something interesting,99,80,49,246,#news,neutral,0.926829268292683,46,1,18,Saturday,8
547,2024-12-03 05:17:00,Facebook,post number 546 is about something interesting,381,19,48,1125,#trend,positive,0.3982222222222222,46,1,5,Tuesday,12
548,2024-12-30 22:51:00,Instagram,post number 547 is about something interesting,64,35,48,152,"#news,#trend",positive,0.9671052631578947,46,2,22,Monday,12
549,2024-08-06 13:51:00,Instagram,post number 548 is about something interesting,140,66,24,410,"#news,#fun",negative,0.5609756097560976,46,2,13,Tuesday,8
550,2024-01-20 04:06:00,Instagram,post number 549 is about something interesting,175,44,21,410,#fun,positive,0.5853658536585366,46,1,4,Saturday,1
551,2024-01-20 13:04:00,Facebook,post number 550 is about something interesting,351,47,5,931,"#life,#fun",negative,0.43286788399570353,46,2,13,Saturday,1
552,2024-02-12 01:48:00,Instagram,post number 551 is about something interesting,254,12,11,611,#news,neutral,0.4533551554828151,46,1,1,Monday,2
553,2024-11-05 20:01:00,Twitter,post number 552 is about something interesting,438,92,41,759,#trend,positive,0.7523056653491436,46,1,20,Tuesday,11
554,2024-08-05 12:55:00,Twitter,post number 553 is about something interesting,445,59,14,898,"#life,#fun",negative,0.576837416481069,46,2,12,Monday,8
555,2024-05-27 00:08:00,Instagram,post number 554 is about something interesting,79,0,22,207,#news,negative,0.48792270531400966,46,1,0,Monday,5
556,2024-02-28 02:32:00,Instagram,post number 555 is about something interesting,283,84,45,791,#news,neutral,0.5208596713021492,46,1,2,Wednesday,2
557,2024-03-05 00:57:00,Instagram,post number 556 is about something interesting,424,74,1,1071,"#life,#trend",neutral,0.46591970121381887,46,2,0,Tuesday,3
558,2024-03-30 07:42:00,Instagram,post number 557 is about something interesting,98,3,28,240,"#fun,#news",negative,0.5375,46,2,7,Saturday,3
559,2024-08-10 00:56:00,Instagram,post number 558 is about something interesting,312,60,12,720,#fun,positive,0.5333333333333333,46,1,0,Saturday,8
560,2024-03-01 16:34:00,Twitter,post number 559 is about something interesting,244,9,39,453,#life,neutral,0.6445916114790287,46,1,16,Friday,3
561,2024-06-23 23:12:00,Instagram,post number 560 is about something interesting,127,37,3,328,"#news,#trend",positive,0.5091463414634146,46,2,23,Sunday,6
562,2024-08-13 04:45:00,Twitter,post number 561 is about something interesting,187,54,1,470,"#trend,#fun",positive,0.5148936170212766,46,2,4,Tuesday,8
563,2024-08-18 01:19:00,Facebook,post number 562 is about something interesting,495,1,39,1178,#life,positive,0.4541595925297114,46,1,1,Sunday,8
564,2024-06-07 20:12:00,Facebook,post number 563 is about something interesting,201,55,4,375,#trend,negative,0.6933333333333334,46,1,20,Friday,6
565,2024-08-31 05:09:00,Instagram,post number 564 is about something interesting,71,48,0,195,#fun,neutral,0.6102564102564103,46,1,5,Saturday,8
566,2024-12-10 04:19:00,Twitter,post number 565 is about something interesting,435,32,29,1096,#life,positive,0.45255474452554745,46,1,4,Tuesday,12
567,2024-07-22 19:21:00,Instagram,post number 566 is about something interesting,359,92,0,731,#fun,negative,0.6169630642954856,46,1,19,Monday,7
568,2024-07-21 12:16:00,Instagram,post number 567 is about something interesting,175,36,44,367,#fun,negative,0.6948228882833788,46,1,12,Sunday,7
569,2024-04-28 13:50:00,Facebook,post number 568 is about something interesting,10,88,15,27,"#life,#trend",positive,4.185185185185185,46,2,13,Sunday,4
570,2024-09-01 11:37:00,Twitter,post number 569 is about something interesting,316,4,32,775,"#trend,#news",positive,0.4541935483870968,46,2,11,Sunday,9
571,2024-05-08 11:16:00,Twitter,post number 570 is about something interesting,406,47,20,1072,#fun,neutral,0.4412313432835821,46,1,11,Wednesday,5
572,2024-01-06 02:39:00,Instagram,post number 571 is about something interesting,499,44,22,798,"#life,#news",positive,0.7080200501253133,46,2,2,Saturday,1
573,2024-12-30 12:16:00,Instagram,post number 572 is about something interesting,373,96,17,889,"#news,#trend",negative,0.5466816647919011,46,2,12,Monday,12
574,2024-08-21 07:03:00,Facebook,post number 573 is about something interesting,18,78,24,46,#fun,negative,2.608695652173913,46,1,7,Wednesday,8
575,2024-04-08 17:48:00,Twitter,post number 574 is about something interesting,404,81,23,856,"#news,#life",negative,0.5934579439252337,46,2,17,Monday,4
576,2024-06-23 01:10:00,Instagram,post number 575 is about something interesting,165,69,24,479,#life,positive,0.5386221294363257,46,1,1,Sunday,6
577,2024-11-16 23:51:00,Instagram,post number 576 is about something interesting,138,24,38,284,"#life,#fun",positive,0.704225352112676,46,2,23,Saturday,11
578,2024-08-09 18:17:00,Twitter,post number 577 is about something interesting,425,30,6,1061,#trend,neutral,0.4344957587181904,46,1,18,Friday,8
579,2024-08-05 11:09:00,Twitter,post number 578 is about something interesting,292,68,15,818,#fun,positive,0.45843520782396086,46,1,11,Monday,8
580,2024-04-30 21:18:00,Facebook,post number 579 is about something interesting,386,41,16,591,"#news,#life",negative,0.7495769881556683,46,2,21,Tuesday,4
581,2024-03-11 03:15:00,Facebook,post number 580 is about something interesting,313,56,18,670,#fun,neutral,0.5776119402985075,46,1,3,Monday,3
582,2024-07-29 14:38:00,Twitter,post number 581 is about something interesting,264,60,36,676,#trend,negative,0.5325443786982249,46,1,14,Monday,7
583,2024-12-13 22:08:00,Instagram,post number 582 is about something interesting,385,89,1,658,"#news,#fun",neutral,0.7218844984802432,46,2,22,Friday,12
584,2024-12-08 12:21:00,Instagram,post number 583 is about something interesting,180,48,32,311,"#fun,#news",negative,0.8360128617363344,46,2,12,Sunday,12
585,2024-04-07 07:40:00,Twitter,post number 584 is about something interesting,483,84,47,775,#news,positive,0.792258064516129,46,1,7,Sunday,4
586,2024-04-19 18:11:00,Facebook,post number 585 is about something interesting,385,65,41,927,"#fun,#life",neutral,0.5296655879180151,46,2,18,Friday,4
587,2024-09-19 17:49:00,Twitter,post number 586 is about something interesting,94,81,33,213,"#fun,#trend",neutral,0.9765258215962441,46,2,17,Thursday,9
588,2024-01-16 13:20:00,Instagram,post number 587 is about something interesting,226,28,6,403,#news,neutral,0.6451612903225806,46,1,13,Tuesday,1
